Titulo,Descripcion,Fecha,Predicted_Label
politico lugar profesional consejo canal sur,partido andaluz eligen mayoria representante politico sentar el consejo administracion rtva,2019-07-01,1
aznar presionar bush apoyara campana todo eta acabar otegi prision,documento desclasificado departamento describir continuo peticion gobierno pp administracion estadounidense respaldar persecucion izquierdo abertzale entonces jefe moncloa vincular apoyo guerra irak afganistan lucha antiterrorista espana,2021-05-27,1
psoe presentar 60 medida concreto rescatar joven,plantear gratuidad primero matricula recuperar renta emancipacion regular practica labor becario plan estatal juventud,2018-03-19,1
exilio borbon calvino i ultimo rey abandonar espana,carlos iv siglo xix borbon visto abocado exilio alguno momento vido,2020-08-04,0
pared atras iglesio siglo xviii convertir paredon franquista,finalizar tarea exhumacion cementerio porrer mallorca recuperacion 44 represaliado franquismo cuerpo sumar 49 exhumado 2016 victima fusilada parte trasero oratorio santa cruz primero mes 1937 rastro aurora picornell conocido pasionaria mallorca,2021-02-26,0
gobierno sindicato patronal prorrogar erte 30 septiembre,vicepresidenta segundo ministra asuntos economico transformacion digital nadia calvino creer empezar trabajar definir nuevo mecanismo permanente flexibilidad estabilidad empleo,2021-05-27,1
supremo ordena junta electoral permitir votar policia desplazado catalunya,fuente juridico informado sala contencioso alto tribunal estimado acordar medida cautelarisima presentado sindicato policial jupol razon urgencia acuerdo junto impedir votar agente,2019-11-08,1
ayuso estudiar hosteleria prioritario vacunacion,reunion mantenido representante hosteleria ayuso anunciado comunidad madrid aprobar viernes incrementar cuatro seis persona numero comensal terraza proximo semana,2021-02-01,1
asi castigar protesta mundo 200000 euros multar pah acoso judicial indigena colombiano,informe poner bajo lupa ciento caso criminalizacion derecho protesta mundo 300 asesinato anual activista derechos humanos clima problema social,2023-02-28,1
equo quedar representacion congreso compromis aumentar escano tras alianza errejon,ines sabanes conseguido escano pesar ser numero tres lista pais madrid formar partido ecologista quedar representacion formacion valenciano obtenido segundo escano joan baldovi seguir ser unico diputado,2019-11-11,0
boluarte asistente mitin tu imaginais aqui victima eta,lider iniciativo vers per catalunya criticado apoyo vergonzoso psc gobierno utilizado cifra asistente ejemplificar 800 victima bando terrorista discurso mitin santiago compostelar,2019-04-14,0
estudio revelar 1400 victima franquismo encontrar enterrado fosa comun huelva,estudio realizado historiador rito barbeer marquez investigador miguel angel harriero conseguido poner wnombre 1100 represaliado bien morir prision hospital provincial arrojado fos comun cementerio huelva,2019-07-30,1
imputado alcaldesa san lorenzo escorial tras boicotear exhumacion victima franquismo,regidoro ser citar declarar jueza primero instancia instruccion numero cinco municipio,2022-11-17,1
iniciativo vers per catalunya llamar declarar abalos villega comision investigacion financiacion senado,manolo mata esther corredor equo comparecer 26 junio ampliar trabajo comision pnv,2018-06-15,0
cristin narbona recibido macron llegada cumbre g7,presidente gobierno asegurar oportunidad debatir grande tema global,2019-08-25,0
alcaldesa san lorenzo escorial asumir deber paralizar licencia exhumar valle caido,carlota lopez ester pp imputado presunto delito prevaricacion administrativo paralizar licencia exhumar cuelgamuro victima represion franquista contradice ahora exhibir jueza informe venir decir consistorio deber dictar paralizacion cautelar,2023-01-25,1
inflacion desgasta gobierno encuesta frente pp disparado necesitar vox,segun ultimo estudio key datar publico popular obtendrir 136 escano seguido psoe bajar 94 vox tercero fuerza 49 escano unidas poder bajar 24,2022-09-03,1
gobierno iniciar accion legal cartel vox sol senalar menor extranjero acompanado,ministra derechos social agendir 2030 ionir belarra sentenciado institucion democratico poder permanecer indiferente discriminacion infancia extension odio ultraderecha,2021-04-20,1
socialdemocrata laico monarquico asi antiguo ciudadano,partido cambiar rumbo hacer casi ano asamblea albert rivera imponer frente critico,2018-02-01,1
acabar voto rogado morir intento enesimo intento odisea votar extranjero,menos 2016 congreso abordado traves diferente forma cuestion falta consenso primero disolucion corte 2019 segundo lugar retrasado reforma esperado ahora encarar nuevo oportunidad abordar el,2021-11-22,1
pp enturbiir general queja fecha pesar creer beneficia,venir bien movilizado decir destacado dirigente popular peticion adelanto electoral llevar medio ano cronificado discurso feijoo,2023-05-31,1
jueza caso cifuent abrir investigacion master casado,magistrado carmar rodriguez-medel abierto investigacion especifico aclarar como obtener master vicesecretario comunicacion pp pablo casado matricular curso distinto expresidenta,2018-05-15,1
gallardo carga equo revisar permanentemente principio,presidente gobierno acusar partido naranjar tener idea claro frente prision permanente revisable haber firmar derogacion inmediato pena 2016 posteriormente haber el abstener pleno,2018-02-04,0
monico garcia ver caso din intento sacar unidas pp gobierno descartar ver el imputado,entrevista radio nacional vicepresidente segundo gobierno afirmar cuenta total apoyo presidente david cruz esperar caso tanto vinculado pp genere titular recorrido judicial sostener inicialmente entregar tarjeta movil robado exasistente someter el presion,2020-07-03,0
marlaska cada vez solo gobierno congreso,ministro interior escuchar critica grupo politico version suceder valla melilla pasado 24 junio comparecencia camara bajo presente ninguno ministro lado consignar moncloa ferraz esperar fiscalia concluir investigacion,2022-11-30,1
govern comprometer avanzar excusa republica catalan realidad,asi anunciado presidente generalitat josep pujol acto institucional motivo segundo aniversario 1-o partido entidad independentista pedir responder desobediencia civil pacifico sentencia proces,2019-10-01,1
sanchez aragones acordar convocar mesa dialogo ultimo semana julio madrid,ultimo convocatoria bilateral mes septiembre dos dirigente reunido viernes moncloa tras mes tension estallido caso pegasus,2022-07-15,1
abalo decir si acuerdo programatico formula cooperacion poder,secretario organizacion psoe anunciar semana empezar reunir equipo ambos formacion intentar llegar acuerdo insistir ninguno caso gobierno coalicion tampoco cooperacion,2019-09-02,1
ayuso rozo mayoria absoluto sumar todo izquierda tras hundimiento psoe,movilizacion favorecer derecho vox pp sumar 78 escano nueve encima mayoria absoluto psoe perder casi diez punto ver superado madrid cuyo candidata monica garcia situar alternativo presidenta iglesia dejar cargo c desaparecer asamblea madrid 26 escano cero dos ano,2021-05-04,1
division postura comuns sentencia proces,podem pedir indulto presos comu podem reforma codigo penal sector federalista desvincula ambos postura monico garcia reune jueves colau barcelona debatir propuesta centrado dialogo abordar solucion conflicto territorial,2019-10-23,0
psoe llevar el desbanda congreso impulsar ley memorio,primero gran masacre civil guerra historio espana suponer campo prueba tipo ataque usado forma sistematico europa segundo guerra mundial,2022-02-06,1
pp acusar illa usar nefasto gestion escaparatir eleccion cs pedir dimision,preocupacion illa salud espanol ser candidato generalitat senalado garcia egea parte villacis sostenido decoroso etico ministro sanidad vez candidato psc,2020-12-30,1
pp usar bloqueo cgpj sembrar duda presidencia espanol ue,imaginir comience presidencia espanol union europea informe derecho espana equipare hungaro polaco dicho gonzalez pons despues reunir el comisario europeo justicia,2022-09-29,1
policia efectuar tres nuevo detencion elevar siete numero arrestar asalto pleno lorca,ayuntamiento localidad murciano informado personacer causa judicial ultra entregar martes detenido quedar libertad cargo,2022-02-02,1
juez desmonta caso ninerar archivo,escribir magistrado constar acreditado persona alguno ajena propio padre encargado cuidado tiempo desempenar funcion remunerada partido politico eaj-pnv remunerada erario publico,2022-07-29,0
izquierdo reto doblegar encuesta uno eleccion mayo condicionar general,estudio mostrar tendencia estable derecho aventaja izquierdo aunque experto alertar pronto decantar resultado uno autonomico municipal medio,2023-03-04,1
iniciativo vers per catalunya asegurar mejorado lista admitir error 28-a,mucho voz popular criticar estrategia pablo boluarte prescindir lista abril perfil politico experiencia intencion actual direccion desvincular el iniciativo vers per catalunya asociado corrupcion legado gallardo,2019-10-07,0
vox ganar diputado pp asamblea madrid gracias voto extranjero,lista encabezado rocio monasterio pasar tener 11 diputado gracias recuento alterar mayoria absoluto partido popular,2023-06-03,1
colau intentar ser investir alcaldesa barcelona,rodar prenso sede partido junto miembro formacion colau defendido paso hacia delante decidido dar firmeza alegria presentar el investidura negado participar operacion extrano,2019-06-08,1
gobierno dejar aire iva reducir mascarillas 2022,ministra portavoz gobierno jose primo rivera dicho margen mantener el si necesario,2021-12-07,0
javier lamban seguir secretario general psoe aragon tercer mandato consecutivo,lamban querido destacar estabilidad conseguido gobierno regional mandato,2021-09-10,1
ministro plano guirao perfilar encabezar lista psoe cordoba almeria,partido socialista andalucia prever celebrar 11 marzo reunion comite director maximo organo congreso aprobar lista,2019-03-02,1
denunciar opacidad feijoo cifra covid-19 responder criterio electoralista,presidente xunto acuerdo hacer publico caso coronaviru ayuntamiento semana ceder presion alcaldia aun asi sergas publicar mapa dato generico dos vez semana numero real incidencia pandemio municipio,2020-10-09,1
gobierno confiar haber encauzar salida presupuesto tras visita barcelona,consejo ministros aprobar numeroso medida canario voto unico diputada nuevo canarias poder tener importancia votacion enmienda totalidad,2018-12-21,0
escandalo presunto irregularidad contrato publico,investigacion destapa presunto irregularidad contrato publico involucrar alto funcionario generar fuerte crisis gestion recurso exigir medida transparencia,2023-06-22,0
hijo policia nacional guardias civiles solo pagar tres euros menu escolar colegio publico madrid,objetivo subvencion gobierno isabel diaz ayuso incentivar llegada agente fuerza seguridad comunidad madrid,2020-09-15,1
investigar fraude empresario vinculado donacion roberto fraile i,sospecha dirigen hacia magnate mexicano allen sangines-krause reconocer hacer regalo pagar viaje emerito valor cercano 270000 euros 2017 2018,2022-09-13,0
